Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,_is_used_in_algorithm,_uses_technique,application_generates,applied_algorithm_has_input,bearer_of,correlates_with,decreased_in_magnitude_relative_to,definition,describes,different_in_magnitude_relative_to,directly_associated_with,empirically_validates,equation_is_part_of,function_of,generated_by_applying,has part,has_about,has_boolean_quality,has_constant,has_contentMathML,has_cross_section,has_disposition,has_dividend_entity,has_dividend_quality,has_divisor_entity,has_divisor_quality,has_endianity,has_enhanced_presentationMathML,has_function,has_input,has_invasiveness,has_latex_math,has_measurement_unit_label,has_output,has_parameter,has_part,has_part_equation,has_part_simstep,has_participant,has_policy,has_quality,has_quantitative_quality,has_ratio_quality,has_raw_presentationMathML,has_relative_magnitude,has_role,has_time_point,has_time_span,has_value,has_variable,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://purl.org/dc/elements/1.1/contributor,http://purl.org/dc/elements/1.1/creator,http://purl.org/dc/elements/1.1/date,http://purl.org/dc/elements/1.1/description,http://purl.org/dc/elements/1.1/format,http://purl.org/dc/elements/1.1/identifier,http://purl.org/dc/elements/1.1/language,http://purl.org/dc/elements/1.1/publisher,http://purl.org/dc/elements/1.1/rights,http://purl.org/dc/elements/1.1/source,http://purl.org/dc/elements/1.1/title,http://www.geneontology.org/formats/oboInOwl#auto-generated-by,http://www.geneontology.org/formats/oboInOwl#comment,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#def,http://www.geneontology.org/formats/oboInOwl#exact_synonym,http://www.geneontology.org/formats/oboInOwl#format-version,http://www.geneontology.org/formats/oboInOwl#hasDefinition,http://www.geneontology.org/formats/oboInOwl#hasSynonym,http://www.geneontology.org/formats/oboInOwl#narrow_synonym,http://www.geneontology.org/formats/oboInOwl#ObsoleteProperty,http://www.geneontology.org/formats/oboInOwl#related_synonym,http://www.geneontology.org/formats/oboInOwl#replacedBy,http://www.geneontology.org/formats/oboInOwl#saved-by,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.w3.org/2002/07/owl#topObjectProperty,http://www.w3.org/2002/07/owl#versionInfo,increased_in_magnitude_relative_to,inheres_in,inheres_in,initiates_process,inversely_associated_with,is_about,is_annotated_via,is_described_by,is_empirically_validated_by,is_initiated_by,is_input_of,is_input_of_applied,is_magnitude_of,is_mathematically_described_by,is_measurement_of,is_output_of,is_param_used_in,is_parameter,is_part_of,is_part_of_simulation,is_performed_by,is_performed_on,is_preceded_by,is_solved_using,is_unit_of,is_used_in,located_in,location_of,mathematically_describes,measurement_produces,part_of,participates_in,PMID,precedes,process_uses_param,quality_of,realized_by,reciprocal_of,searchable,similar_in_magnitude_relative_to,singly_occurring_form_of,solves_equation,towards,uses,value_calculated_using
http://purl.org/obo/owl/PATO#PATO_0000068,qualitative,,,false,,,http://www.ifomis.org/bfo/1.1/snap#Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0000068,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0000068,,,,,,,,,,,,,,,,,qualitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
http://purl.org/obo/owl/PATO#PATO_0000069,deviation(from_normal),deviation from normal|deviations from normal|deviation|deviations,,false,,,http://purl.org/obo/owl/PATO#PATO_0000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0000069,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0000069,,,,,,deviation from normal|deviations from normal|deviation|deviations,,A quality inhering in a bearer by virtue of the whether the bearer differs from normal or average.,,,,,,,,,deviation(from_normal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0000066,pilosity,,,false,,,http://purl.org/obo/owl/PATO#PATO_0000150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0000066,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0000066,,,,,,,,A texture quality inhering in a bearer by virtue of the bearer's having hair or bristles.,,,,,,,,,pilosity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CHEBI_28790,serotonin,3-(2-aminoethyl)-1H-indol-5-ol|SEROTONIN|Serotonin|serotonins,"The 5-hydroxy derivative of tryptamine.

source: http://purl.obolibrary.org/obo/CHEBI_28790",false,,,http://purl.org/ddi/owl#chemical_entity,,,,,,,,"The 5-hydroxy derivative of tryptamine.

source: http://purl.obolibrary.org/obo/CHEBI_28790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obolibrary:CHEBI_28790,,,,,,,,,,,http://purl.obolibrary.org/obo/CHEBI_28790,,,,,,3-(2-aminoethyl)-1H-indol-5-ol|SEROTONIN|Serotonin|serotonins,,,,,,,,,,,serotonin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20187845,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CHEBI_50803,Nanoparticle,Nanoparticles|NPs,"A nanosized spherical or capsule-shaped structure.

source: http://purl.obolibrary.org/obo/CHEBI_50803",false,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00001152,,,,,,,,"A nanosized spherical or capsule-shaped structure.

source: http://purl.obolibrary.org/obo/CHEBI_50803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obolibrary:CHEBI_50803,,,,,,,,,,,http://purl.obolibrary.org/obo/CHEBI_50803,,,,,,Nanoparticles|NPs,,,,,,interactions of gold nanoparticles|gold nanoparticles|superparamagnetic iron oxide nanoparticles|AuNP|AuNPs,,,,,Nanoparticle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20217526,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000776,deformation model,deformation models,"Model that mathematically describes features of deformation. ""Deformation in continuum mechanics is the transformation of a body from a reference configuration to a current configuration.[1]""

source: http://en.wikipedia.org/wiki/Deformation_%28mechanics%29
[1] Dill, Ellis Harold (2006). Continuum Mechanics: Elasticity, Plasticity, Viscoelasticity. Germany: CRC Press. ISBN 0849397790. http://books.google.com/?id=Nn4kztfbR3AC.",false,,,http://purl.org/obo/owl/SBO#SBO_0000004,,,,,,,,"Model that mathematically describes features of deformation. ""Deformation in continuum mechanics is the transformation of a body from a reference configuration to a current configuration.[1]""

source: http://en.wikipedia.org/wiki/Deformation_%28mechanics%29
[1] Dill, Ellis Harold (2006). Continuum Mechanics: Elasticity, Plasticity, Viscoelasticity. Germany: CRC Press. ISBN 0849397790. http://books.google.com/?id=Nn4kztfbR3AC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000776,,,,,,,,,,,,,,,,,deformation models,,,,,,,,,,,deformation model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18723456 ,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000771,Casson model,Casson models,Model that mathematically describes non-Newtonian shear-stress flow.,false,,,http://purl.org/obo/owl/SBO#SBO_0000004|http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000610,,,,,,,,Model that mathematically describes non-Newtonian shear-stress flow.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000771,,,,,,,,,,,,,,,,,Casson models,,,,,,modified-Casson models|modified-Casson model,,,,,Casson model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17361024 |6520130 ,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000778,poroelastic model,poro-elastic model|poro-elastic models|poroelastic models,"Model that mathematically describes features of some poroelastic entity. Poroelasticity [poromechanics] ""is a branch of physics and specifically continuum mechanics and acoustics that studies the behaviour of fluid-saturated porous media [whose solid matrix is elastic and the fluid is viscous]. A porous medium or a porous material is a solid (often called matrix) permeated by an interconnected network of pores (voids) filled with a fluid (liquid or gas). Usually both solid matrix and the pore network (also known as the pore space) are assumed to be continuous, so as to form two interpenetrating continua such as in a sponge.""

source: http://en.wikipedia.org/wiki/Poroelasticity",false,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000675,,,,,,,,"Model that mathematically describes features of some poroelastic entity. Poroelasticity [poromechanics] ""is a branch of physics and specifically continuum mechanics and acoustics that studies the behaviour of fluid-saturated porous media [whose solid matrix is elastic and the fluid is viscous]. A porous medium or a porous material is a solid (often called matrix) permeated by an interconnected network of pores (voids) filled with a fluid (liquid or gas). Usually both solid matrix and the pore network (also known as the pore space) are assumed to be continuous, so as to form two interpenetrating continua such as in a sponge.""

source: http://en.wikipedia.org/wiki/Poroelasticity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000778,,,,,,,,,,,,,,,,,poro-elastic model|poro-elastic models|poroelastic models,,,,,,,,,,,poroelastic model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12661194 ,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000775,pump model,pump models,Model that mathematically describes features of a pump system.,false,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000818,,,,,,,,Model that mathematically describes features of a pump system.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000775,,,,,,,,,,,,,,,,,pump models,,,,,,,,,,,pump model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15675739 ,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000772,AutoRegressive model with eXternal input,AutoRegressive models with eXternal input|ARX model|ARX models,"ARX model (AutoRegresive model with eXternal input) (LJUNG, L. 1999)
a(d) y(t) = b(d) u(t) + e(t)
y(t) = b(d) / a(d) * u(t) + 1 / a(d) * e(t)

  prediction of mean value 
  linear regression can be used for model parameters estimation

source: http://support.dce.felk.cvut.cz/pub/roubalj/teaching/ZRS/lectures/ZRS_SI.pdf page 5|see: http://support.dce.felk.cvut.cz/pub/roubalj/teaching/ZRS/lectures/ZRS_SI.pdf",false,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000602,,,,,,,,"ARX model (AutoRegresive model with eXternal input) (LJUNG, L. 1999)
a(d) y(t) = b(d) u(t) + e(t)
y(t) = b(d) / a(d) * u(t) + 1 / a(d) * e(t)

  prediction of mean value 
  linear regression can be used for model parameters estimation

source: http://support.dce.felk.cvut.cz/pub/roubalj/teaching/ZRS/lectures/ZRS_SI.pdf page 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000772,,,,,,,,,,,,,,,,,AutoRegressive models with eXternal input|ARX model|ARX models,,,,,,,,,see: http://support.dce.felk.cvut.cz/pub/roubalj/teaching/ZRS/lectures/ZRS_SI.pdf,,AutoRegressive model with eXternal input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12900180 ,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000774,coculture model,coculture models,"Model that mathematically describes features of coculturing. ""The culturing of normal cells or tissues with infected or latently infected cells or tissues of the same kind (From Dorland, 28th ed, entry for cocultivation). It also includes culturing of normal cells or tissues with other normal cells or tissues. ""
source: http://www.websters-online-dictionary.org/definitions/coculture?cx=partner-pub-0939450753529744%3Av0qd01-tdlq&cof=FORID%3A9&ie=UTF-8&q=coculture&sa=Search#922",false,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000633,,,,,,,,"Model that mathematically describes features of coculturing. ""The culturing of normal cells or tissues with infected or latently infected cells or tissues of the same kind (From Dorland, 28th ed, entry for cocultivation). It also includes culturing of normal cells or tissues with other normal cells or tissues. ""
source: http://www.websters-online-dictionary.org/definitions/coculture?cx=partner-pub-0939450753529744%3Av0qd01-tdlq&cof=FORID%3A9&ie=UTF-8&q=coculture&sa=Search#922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000774,,,,,,,,,,,,,,,,,coculture models,,,,,,,,,,,coculture model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20361260 ,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000777,fracture model,fracture models,Model that mathematically describes features relating to fracture.,false,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000642|http://purl.org/obo/owl/SBO#SBO_0000004,,,,,,,,Model that mathematically describes features relating to fracture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000777,,,,,,,,,,,,,,,,,fracture models,,,,,,,,,,,fracture model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20950900 ,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000770,plaque model,plaque models,Model that mathematically describes features relating to plaque.,false,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000642,,,,,,,,Model that mathematically describes features relating to plaque.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000770,,,,,,,,,,,,,,,,,plaque models,,,,,,Atherosclerotic plaque,,,,,plaque model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17006755 ,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000779,photoelastic model,photoelastic models,"Model that mathematically describes features of photoelasticity in some entity. ""Photoelasticity is an experimental method to determine stress distribution in a material. The method is mostly used in cases where mathematical methods become quite cumbersome. Unlike the analytical methods of stress determination, photoelasticity gives a fairly accurate picture of stress distribution even around abrupt discontinuities in a material. The method serves as an important tool for determining the critical stress points in a material and is often used for determining stress concentration factors in irregular geometries.""

source: http://en.wikipedia.org/wiki/Photoelasticity",false,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000685,,,,,,,,"Model that mathematically describes features of photoelasticity in some entity. ""Photoelasticity is an experimental method to determine stress distribution in a material. The method is mostly used in cases where mathematical methods become quite cumbersome. Unlike the analytical methods of stress determination, photoelasticity gives a fairly accurate picture of stress distribution even around abrupt discontinuities in a material. The method serves as an important tool for determining the critical stress points in a material and is often used for determining stress concentration factors in irregular geometries.""

source: http://en.wikipedia.org/wiki/Photoelasticity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000779,,,,,,,,,,,,,,,,,photoelastic models,,,,,,,,,,,photoelastic model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500115 |7712087 ,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000942,_scalar curvature variable,,"In general relativity, the scalar curvature is the Lagrangian density for the Einstein Hilbert action. The Euler Lagrange equations for this Lagrangian under variations in the metric constitute the vacuum Einstein field equations, and the stationary metrics are known as Einstein metrics. The scalar curvature is defined as the trace of the Ricci tensor, and it can be characterized as a multiple of the average of the sectional curvatures at a point. Unlike the Ricci tensor and sectional curvature, however, global results involving only the scalar curvature are extremely subtle and difficult. One of the few is the positive mass theorem of Richard Schoen, Shing-Tung Yau and Edward Witten. Another is the Yamabe problem, which seeks extremal metrics in a given conformal class for which the scalar curvature is constant.

source: http://en.wikipedia.org/wiki/Scalar_curvature|variable types not modelled explicitly
MG 25.5.11",true,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000011,,,,,,,,"In general relativity, the scalar curvature is the Lagrangian density for the Einstein Hilbert action. The Euler Lagrange equations for this Lagrangian under variations in the metric constitute the vacuum Einstein field equations, and the stationary metrics are known as Einstein metrics. The scalar curvature is defined as the trace of the Ricci tensor, and it can be characterized as a multiple of the average of the sectional curvatures at a point. Unlike the Ricci tensor and sectional curvature, however, global results involving only the scalar curvature are extremely subtle and difficult. One of the few is the positive mass theorem of Richard Schoen, Shing-Tung Yau and Edward Witten. Another is the Yamabe problem, which seeks extremal metrics in a given conformal class for which the scalar curvature is constant.

source: http://en.wikipedia.org/wiki/Scalar_curvature",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000942,,,,,,,,,,,,,,,,,,,,,,,,,,"variable types not modelled explicitly
MG 25.5.11",,_scalar curvature variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000943,_metric tensor variable,,"In general relativity, the metric tensor (or simply, the metric) is the fundamental object of study. It may loosely be thought of as a generalization of the gravitational field familiar from Newtonian gravitation. The metric captures all the geometric and causal structure of spacetime, being used to define notions such as distance, volume, curvature, angle, future and past.

Notation and conventions: Throughout this article we work with a metric signature that is mostly positive (  + + +); see sign convention. As is customary in relativity, units are used where the speed of light c = 1. The gravitation constant G will be kept explicit. The summation convention, where repeated indices are automatically summed over, is employed.

source: http://en.wikipedia.org/wiki/Metric_tensor_%28general_relativity%29|variable types not modelled explicitly
MG 25.5.11",true,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000011,,,,,,,,"In general relativity, the metric tensor (or simply, the metric) is the fundamental object of study. It may loosely be thought of as a generalization of the gravitational field familiar from Newtonian gravitation. The metric captures all the geometric and causal structure of spacetime, being used to define notions such as distance, volume, curvature, angle, future and past.

Notation and conventions: Throughout this article we work with a metric signature that is mostly positive (  + + +); see sign convention. As is customary in relativity, units are used where the speed of light c = 1. The gravitation constant G will be kept explicit. The summation convention, where repeated indices are automatically summed over, is employed.

source: http://en.wikipedia.org/wiki/Metric_tensor_%28general_relativity%29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000943,,,,,,,,,,,,,,,,,,,,,,,,,,"variable types not modelled explicitly
MG 25.5.11",,_metric tensor variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000946,_shape factor,,"factor regarding size and form|variable types not modelled explicitly
MG 25.5.11",true,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000011,,,,,,,,factor regarding size and form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000946,,,,,,,,,,,,,,,,,,,,,,,,,,"variable types not modelled explicitly
MG 25.5.11",,_shape factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000940,_Ricci curvature tensor variable,,"In differential geometry, the Ricci curvature tensor, named after Gregorio Ricci-Curbastro, represents the amount by which the volume element of a geodesic ball in a curved Riemannian manifold deviates from that of the standard ball in Euclidean space. As such, it provides one way of measuring the degree to which the geometry determined by a given Riemannian metric might differ from that of ordinary Euclidean n-space. More generally, the Ricci tensor is defined on any pseudo-Riemannian manifold. Like the metric itself, the Ricci tensor is a symmetric bilinear form on the tangent space of the manifold.

The Ricci curvature is broadly applicable to modern Riemannian geometry and general relativity theory. In connection with the latter, it is up to an overall trace term, the portion of the Einstein field equation representing the geometry of spacetime, the other significant portion of which comes from the presence of matter and energy. In connection with the former, lower bounds on the Ricci tensor on a Riemannian manifold allow one to extract global geometric and topological information by comparison (cf. comparison theorem) with the geometry of a constant curvature space form. If the Ricci tensor satisfies the vacuum Einstein equation, then the manifold is an Einstein manifold, which have been extensively studied (cf. Besse 1987). In this connection, the Ricci flow equation governs the evolution of a given metric to an Einstein metric, the precise manner in which this occurs ultimately leads to the solution of the Poincar conjecture.

source: http://en.wikipedia.org/wiki/Ricci_curvature_tensor|variable types not modelled explicitly
MG 25.5.11",true,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000011,,,,,,,,"In differential geometry, the Ricci curvature tensor, named after Gregorio Ricci-Curbastro, represents the amount by which the volume element of a geodesic ball in a curved Riemannian manifold deviates from that of the standard ball in Euclidean space. As such, it provides one way of measuring the degree to which the geometry determined by a given Riemannian metric might differ from that of ordinary Euclidean n-space. More generally, the Ricci tensor is defined on any pseudo-Riemannian manifold. Like the metric itself, the Ricci tensor is a symmetric bilinear form on the tangent space of the manifold.

The Ricci curvature is broadly applicable to modern Riemannian geometry and general relativity theory. In connection with the latter, it is up to an overall trace term, the portion of the Einstein field equation representing the geometry of spacetime, the other significant portion of which comes from the presence of matter and energy. In connection with the former, lower bounds on the Ricci tensor on a Riemannian manifold allow one to extract global geometric and topological information by comparison (cf. comparison theorem) with the geometry of a constant curvature space form. If the Ricci tensor satisfies the vacuum Einstein equation, then the manifold is an Einstein manifold, which have been extensively studied (cf. Besse 1987). In this connection, the Ricci flow equation governs the evolution of a given metric to an Einstein metric, the precise manner in which this occurs ultimately leads to the solution of the Poincar conjecture.

source: http://en.wikipedia.org/wiki/Ricci_curvature_tensor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000940,,,,,,,,,,,,,,,,,,,,,,,,,,"variable types not modelled explicitly
MG 25.5.11",,_Ricci curvature tensor variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000944,_mean size of the ordered (crystalline) domains,,"mean size of the ordered (crystalline) domains|variable types not modelled explicitly
MG 25.5.11",true,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000011,,,,,,,,mean size of the ordered (crystalline) domains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000944,,,,,,,,,,,,,,,,,,,,,,,,,,"variable types not modelled explicitly
MG 25.5.11",,_mean size of the ordered (crystalline) domains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000941,_mean gradient,,"average gradient. 

In vector calculus, the gradient of a scalar field is a vector field which points in the direction of the greatest rate of increase of the scalar field, and whose magnitude is the greatest rate of change.

source: http://en.wikipedia.org/wiki/Gradient|variable types not modelled explicitly
MG 25.5.11",true,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000011,,,,,,,,"average gradient. 

In vector calculus, the gradient of a scalar field is a vector field which points in the direction of the greatest rate of increase of the scalar field, and whose magnitude is the greatest rate of change.

source: http://en.wikipedia.org/wiki/Gradient",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000941,,,,,,,,,,,,,,,,,,,,,,,,,,"variable types not modelled explicitly
MG 25.5.11",,_mean gradient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000948,_x-ray wavelength,,"variable that denotes the wavelength of an x-ray|variable types not modelled explicitly
MG 25.5.11",true,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000011,,,,,,,,variable that denotes the wavelength of an x-ray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000948,,,,,,,,,,,,,,,,,,,,,,,,,,"variable types not modelled explicitly
MG 25.5.11",,_x-ray wavelength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.onto-med.de/ontologies/gfo.owl#Action,action,,"Actions are occurents which are caused by some presential (the agent) at every (inner and outer) time-boundary of the chronoid framing the occurent.

source: http://www.onto-med.de/ontologies/gfo.owl#Action",false,,,http://purl.obolibrary.org/obo/OBI_0000011,,,,,,,,"Actions are occurents which are caused by some presential (the agent) at every (inner and outer) time-boundary of the chronoid framing the occurent.

source: http://www.onto-med.de/ontologies/gfo.owl#Action",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gfo:Action,,,,,,,,,,,http://www.onto-med.de/ontologies/gfo.owl#Action,,,,,,,,,,,,cardiac rhythm assessment/defibrillation|Action simulation|bone remodeling|alcohol consumption|hypothetical behavioral intervention|hypothetical intervention|Dosimetry planning|procedural,,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0001563,increased mass,large mass|high mass,,false,,,http://purl.org/obo/owl/PATO#PATO_0000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0001563,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0001563,,,,,,large mass|high mass,,A mass which is higher than normal or average.,,,,,,,,,increased mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0001566,distributed,distribution|diffuse|scattered,,false,,,http://purl.org/obo/owl/PATO#PATO_0000060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0001566,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0001566,,,,,,distribution|diffuse|scattered,,A spatial pattern inhering in a bearer by virtue of the bearer's being spread out or scattered about or divided up.,,,,dose distributions|damage distribution|whole-body distribution|anharmonic distributions|3D dose distributions|pair distribution functions|distributed modelling system|Gaussian distribution|solute's charge distribution|probability distribution|heterogeneous material distribution|spatial density distributions|lognormal distribution|lognormal distributions|Widom line|k-gamma,,,,,distributed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0001564,extra or missing processual parts,,,false,,,http://purl.org/obo/owl/PATO#PATO_0001236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0001564,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0001564,,,,,,,,A quality of a process inhering in a bearer by virtue of the bearer's processual parts.,,,,,,,,,extra or missing processual parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0001562,decreased mass,low mass|small mass,,false,,,http://purl.org/obo/owl/PATO#PATO_0000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0001562,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0001562,,,,,,low mass|small mass,,A mass which is lower than normal or average.,,,,,,,,,decreased mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0001561,having extra processual parts,having supernumerary processual parts,,false,,,http://purl.org/obo/owl/PATO#PATO_0001564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0001561,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0001561,,,,,,having supernumerary processual parts,,A quality of a process inhering in a bearer by virtue of the bearer's having additional processual parts.,,,,,,,,,having extra processual parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
